,Battle,General,Outcome,Value,Year
4393,Battle of Ball's Bluff,Nathan George Evans,V,0.5011965845383743,1861.0
4394,Battle of Kinston,Nathan George Evans,D,-0.45485985429674985,1862.0
4395,Battle of Secessionville,Nathan George Evans,V,0.5560406768196655,1862.0
4396,Battle of Ballyellis,Joseph Holt (rebel),V,0.5,1798.0
4397,Battle of Baltimore,Samuel Smith (Maryland),V,0.46208791505001334,1814.0
4398,Battle of North Point,Samuel Smith (Maryland),D,-0.48762738763026753,1814.0
4399,Battle of Baltimore,John Stricker,V,0.46208791505001334,1814.0
4400,Battle of North Point,John Stricker,D,-0.48762738763026753,1814.0
4401,Battle of Baltimore,George Armistead,V,0.46208791505001334,1814.0
4402,Battle of Baltimore,Robert Ross (British Army officer),D,-0.46036980694721236,1814.0
4403,Battle of Bladensburg,Robert Ross (British Army officer),V,0.5233685151190564,1814.0
4404,Battle of North Point,Robert Ross (British Army officer),V,0.4893549731218668,1814.0
4405,Battle of Baltimore,Alexander Cochrane,D,-0.46036980694721236,1814.0
4406,Battle of New Orleans,Alexander Cochrane,D,-0.5514380157806558,1815.0
4407,Battle of Baltimore,Arthur Brooke (British Army officer),D,-0.46036980694721236,1814.0
4408,Battle of North Point,Arthur Brooke (British Army officer),V,0.4893549731218668,1814.0
4409,Battle of Bang Bo (Zhennan Pass),Pan Dingxin,V,0.453905511256645,1885.0
4410,Battle of Bang Bo (Zhennan Pass),Feng Zicai,V,0.453905511256645,1885.0
4411,Battle of Bang Bo (Zhennan Pass),Wang Debang,V,0.453905511256645,1885.0
4412,Battle of Bang Bo (Zhennan Pass),王德榜 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4413,Battle of Bang Bo (Zhennan Pass),王孝祺 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4414,Battle of Bang Bo (Zhennan Pass),蘇元春 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4415,Battle of Bang Bo (Zhennan Pass),陈嘉 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4416,Battle of Bang Bo (Zhennan Pass),蔣宗汉 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4417,Battle of Bang Bo (Zhennan Pass),魏刚 - 维基百科，自由的百科全书,V,0.453905511256645,1885.0
4418,Battle of Bang Bo (Zhennan Pass),Oscar de Négrier,D,-0.45219225131224905,1885.0
4419,Battle of Bantry Bay,"François Louis de Rousselet, Marquis de Châteaurenault",V,0.48416958213544903,1689.0
4420,Battle of Beachy Head (1690),"François Louis de Rousselet, Marquis de Châteaurenault",V,0.480044522867075,1690.0
4421,Battle of Vigo Bay,"François Louis de Rousselet, Marquis de Châteaurenault",D,-0.47577478414135077,1702.0
4422,Battle of Bantry Bay,"Arthur Herbert, 1st Earl of Torrington",D,-0.48244300766012727,1689.0
4423,Battle of Beachy Head (1690),"Arthur Herbert, 1st Earl of Torrington",D,-0.47831901812213246,1690.0
4424,Battle of Barrosa,Manuel Lapeña,V,0.4802856033581886,1811.0
4425,Battle of Tudela,Manuel Lapeña,D,-0.5023731676942749,1808.0
4426,Battle of Barrosa,"Thomas Graham, 1st Baron Lynedoch",V,0.4802856033581886,1811.0
4427,Battle of Vitoria,"Thomas Graham, 1st Baron Lynedoch",V,0.4747884486691718,1813.0
4428,Battle of Barrosa,"Claude Victor-Perrin, Duc de Belluno",D,-0.47856002962372474,1811.0
4429,Battle of Berezina,"Claude Victor-Perrin, Duc de Belluno",D,-0.48538796558430175,1812.0
4430,Battle of Czasniki (1812),"Claude Victor-Perrin, Duc de Belluno",D,-0.5085529127188118,1812.0
4431,Battle of Espinosa de los Monteros,"Claude Victor-Perrin, Duc de Belluno",V,0.5031663866002966,1808.0
4432,Battle of Smoliani,"Claude Victor-Perrin, Duc de Belluno",D,-0.4897191991230155,1812.0
4433,Battle of Bar-sur-Aube,Jacques MacDonald,D,-0.4991357493627194,1814.0
4434,Battle of Katzbach,Jacques MacDonald,D,-0.4933806916658253,1813.0
4435,Battle of Trebia (1799),Jacques MacDonald,D,-0.5326210604782667,1799.0
4436,Battle of Basantar,Khem Karan Singh,V,0.5008642506372806,1971.0
4437,Indo-Pakistani War of 1971,Khem Karan Singh,V,0.470020088494004,1971.0
4438,Battle of Basantar,Arun Shridhar Vaidya,V,0.5008642506372806,1971.0
4439,Battle of Basantar,Abdul Ali Malik,D,-0.4991357493627194,1971.0
4440,Indo-Pakistani War of 1971,Abdul Ali Malik,D,-0.46829816356069975,1971.0
4441,Battle of Bassano,Dagobert Sigmund von Wurmser,D,-0.46909834920813204,1796.0
4442,Battle of Castiglione,Dagobert Sigmund von Wurmser,D,-0.4897191991230155,1796.0
4443,Battle of Bataan,Jonathan M. Wainwright (general),D,-0.5230266757507579,1942.0
4444,Battle of Corregidor,Jonathan M. Wainwright (general),D,-0.42667871455135004,1942.0
4445,Battle of the Philippines (1941-42),Jonathan M. Wainwright (general),D,-0.4997955563672235,1941.0
4446,Battle of Bataan,George M. Parker (general),D,-0.5230266757507579,1942.0
4447,Battle of Bataan,Edward P. King,D,-0.5230266757507579,1942.0
4448,Battle of Bataan,Vicente Lim,D,-0.5230266757507579,1942.0
4449,Battle of the Philippines (1941-42),Vicente Lim,D,-0.4997955563672235,1941.0
4450,Battle of Bataan,Masaharu Homma,V,0.5247512313146023,1942.0
4451,Battle of Corregidor,Masaharu Homma,V,0.4283708988456114,1942.0
4452,Battle of the Philippines (1941-42),Masaharu Homma,V,0.5015240546318098,1941.0
4453,Battle of Bataan,Susumu Morioka,V,0.5247512313146023,1942.0
4454,Battle of Bataan,Kineo Kitajima,V,0.5247512313146023,1942.0
4455,Battle of Bataan,Kameichiro Nagano,V,0.5247512313146023,1942.0
4456,Battle of Batin,Nikolay Kamensky,V,0.5,1810.0
4457,Battle of Oravais,Nikolay Kamensky,V,0.4963600556095672,1808.0
4458,Battle of Batoche,Frederick Dobson Middleton,V,0.44195369091942427,1885.0
4459,Battle of Fish Creek,Frederick Dobson Middleton,D,-0.4461464930906118,1885.0
4460,Battle of Batoche,Bowen van Straubenzee,V,0.44195369091942427,1885.0
4461,Battle of Batoche,Gabriel Dumont (Métis leader),D,-0.4402491746841965,1885.0
4462,Battle of Duck Lake,Gabriel Dumont (Métis leader),V,0.4588707154983491,1885.0
4463,Battle of Fish Creek,Gabriel Dumont (Métis leader),V,0.44785557362480466,1885.0
4464,Battle of Batoche,Louis Riel,D,-0.4402491746841965,1885.0
4465,Battle of Baton Rouge (1779),Bernardo de Gálvez,V,0.4816876340562817,1779.0
4466,Battle of Fort Bute,Bernardo de Gálvez,V,0.5,1779.0
4467,Battle of Fort Charlotte,Bernardo de Gálvez,V,0.43687397396576466,1780.0
4468,Battle of Pensacola (1781),Bernardo de Gálvez,V,0.4174533556347163,1781.0
4469,Battle of Baton Rouge (1779),Alexander Dickson (American War of Independence),D,-0.4799616750266205,1779.0
4470,Battle of Baton Rouge (1862),John C. Breckinridge,D,-0.5011670794103444,1862.0
4471,Battle of Bull's Gap,John C. Breckinridge,V,0.5,1864.0
4472,Battle of Cool Spring,John C. Breckinridge,V,0.4769733242492421,1864.0
4473,Battle of Davis' Cross Roads,John C. Breckinridge,I,-0.019844915076245195,1863.0
4474,Battle of New Market,John C. Breckinridge,V,0.5227239378526343,1864.0
4475,Battle of Baton Rouge (1862),Charles Read (naval officer),D,-0.5011670794103444,1862.0
4476,Battle of Baton Rouge (1862),Thomas Williams (general),V,0.5028955521559495,1862.0
4477,Battle of Bautzen,Géraud Duroc,V,0.4765297949693431,1813.0
4478,Battle of Bautzen,Gebhard Leberecht von Blücher,D,-0.47480538725517135,1813.0
4479,Battle of Brienne,Gebhard Leberecht von Blücher,D,-0.4897191991230155,1814.0
4480,Battle of Craonne,Gebhard Leberecht von Blücher,D,-0.5250143439976458,1814.0
4481,Battle of Katzbach,Gebhard Leberecht von Blücher,V,0.49510896393397674,1813.0
4482,Battle of Laon,Gebhard Leberecht von Blücher,D,-0.5422684288949051,1814.0
4483,Battle of Leipzig,Gebhard Leberecht von Blücher,V,0.46848229944604025,1813.0
4484,Battle of Ligny,Gebhard Leberecht von Blücher,D,-0.5157291288780687,1815.0
4485,Battle of Montmartre,Gebhard Leberecht von Blücher,V,0.4303774372587851,1814.0
4486,Battle of Vauchamps,Gebhard Leberecht von Blücher,D,-0.536890078212406,1814.0
4487,Battle of Waterloo,Gebhard Leberecht von Blücher,V,0.45962370434351896,1815.0
4488,Battle of Baxter Springs,William Quantrill,D,-0.5623057538196143,1863.0
4489,Battle of Lawrence,William Quantrill,V,0.5,1863.0
4490,Battle of Baxter Springs,William T. Anderson,D,-0.5623057538196143,1863.0
4491,Battle of Baxter Springs,James Pond (Medal of Honor),V,0.564006677068764,1863.0
4492,Battle of Baxter Springs,James G. Blunt,V,0.564006677068764,1863.0
4493,Battle of Byram's Ford,James G. Blunt,V,0.5,1864.0
4494,Battle of Cane Hill,James G. Blunt,D,-0.5434252025233133,1862.0
4495,Battle of Devil's Backbone,James G. Blunt,V,0.49144708728118824,1863.0
4496,Battle of Honey Springs,James G. Blunt,V,0.53533789759839,1863.0
4497,Battle of Lexington II,James G. Blunt,D,-0.4353673098956559,1864.0
4498,Battle of Little Blue River,James G. Blunt,D,-0.4353673098956559,1864.0
4499,Battle of Prairie Grove,James G. Blunt,V,0.5102798722439678,1862.0
4500,Battle of Bayou Fourche,Brigadier general (United States),V,0.49071081699859587,1863.0
4501,Battle of Bayou Fourche,John Davidson (general),V,0.49071081699859587,1863.0
4502,Battle of Bayou Fourche,Brigadier general,D,-0.4889830284562275,1863.0
4503,Battle of Pine Bluff,Brigadier general,D,-0.5751348442573694,1863.0
4504,Battle of Ridgeway,Brigadier general,V,0.5146731017529678,1866.0
4505,Battle of the Bridges,Brigadier general,V,0.5,1990.0
4506,Operation Meghdoot,Brigadier general,D,-0.5,1984.0
4507,Battle of Bayou Fourche,John S. Marmaduke,D,-0.4889830284562275,1863.0
4508,Battle of Boonville,John S. Marmaduke,D,-0.49266140150433674,1861.0
4509,Battle of Byram's Ford,John S. Marmaduke,D,-0.5,1864.0
4510,Battle of Cane Hill,John S. Marmaduke,V,0.5451401457032501,1862.0
4511,Battle of Cape Girardeau,John S. Marmaduke,D,-0.5106450268781332,1863.0
4512,Battle of Chalk Bluff,John S. Marmaduke,V,0.5694771595351544,1863.0
4513,Battle of Elkin's Ferry,John S. Marmaduke,D,-0.49266140150433674,1864.0
4514,Battle of Hartville,John S. Marmaduke,I,0.0008642506372805725,1863.0
4515,Battle of Marais des Cygnes,John S. Marmaduke,D,-0.5464835420487337,1864.0
4516,Battle of Mine Creek,John S. Marmaduke,D,-0.5464835420487337,1864.0
4517,Battle of Pine Bluff,John S. Marmaduke,D,-0.5751348442573694,1863.0
4518,Battle of Poison Spring,John S. Marmaduke,V,0.4830738044540773,1864.0
4519,Battle of Springfield II,John S. Marmaduke,D,-0.4931588666957939,1863.0
4520,Battle of Bayou Fourche,Archibald S. Dobbins,D,-0.4889830284562275,1863.0
4521,Battle of Bazentin Ridge,Fritz von Below,D,-0.47326178423398507,1916.0
4522,Battle of Flers-Courcelette,Fritz von Below,D,-0.5,1916.0
4523,Battle of Ginchy,Fritz von Below,D,-0.5,1916.0
4524,Battle of Guillemont,Fritz von Below,D,-0.5,1916.0
4525,Battle of Le Transloy,Fritz von Below,I,0.0,1916.0
4526,Battle of Morval,Fritz von Below,D,-0.5,1916.0
4527,Battle of the Ancre,Fritz von Below,D,-0.5,1916.0
4528,Battle of Thiepval Ridge,Fritz von Below,D,-0.5,1916.0
4529,First Day on the Somme,Fritz von Below,V,0.5,1916.0
4530,Battle of Beachy Head (1690),Anne Hilarion de Tourville,V,0.480044522867075,1690.0
4531,Battle of Lagos (1693),Anne Hilarion de Tourville,V,0.39830208129756195,1693.0
4532,Battles of Barfleur and La Hogue,Anne Hilarion de Tourville,I,0.030687149667491087,1692.0
4533,Battle of Beachy Head (1690),Victor-Marie d'Estrées,V,0.480044522867075,1690.0
4534,Battle of Beachy Head (1690),Cornelis Evertsen the Youngest,D,-0.47831901812213246,1690.0
4535,Battle of Beachy Head (1690),Ralph Delaval,D,-0.47831901812213246,1690.0
4536,Battle of Bean's Station,John Parke,D,-0.5,1863.0
4537,Battle of Fort Macon,John Parke,V,0.4230216261053662,1862.0
4538,Battle of Fort Steadman,John Parke,V,0.48049408825395623,1865.0
4539,Battle of Bean's Station,James M. Shackelford,D,-0.5,1863.0
4540,Battle of Salineville,James M. Shackelford,V,0.44622702553060056,1863.0
4541,Battle of Bean's Station,James Longstreet,V,0.5,1863.0
4542,Battle of Blackburn's Ford,James Longstreet,V,0.47402890926148533,1861.0
4543,Battle of Dandridge,James Longstreet,V,0.5,1864.0
4544,Battle of Fort Sanders,James Longstreet,D,-0.5756466878724376,1863.0
4545,Battle of Suffolk (Norfleet House),James Longstreet,I,-0.007535014583883504,1863.0
4546,Battle of Thoroughfare Gap,James Longstreet,V,0.42913979726635176,1862.0
4547,Battle of Williamsburg,James Longstreet,I,0.013626700819460769,1862.0
4548,Battle of Bear Paw,Oliver Otis Howard,V,0.4549432607246152,1877.0
4549,Battle of Ezra Church,Oliver Otis Howard,V,0.5177898941510953,1864.0
4550,Battle of Jonesborough,Oliver Otis Howard,V,0.45033171115382464,1864.0
4551,Battle of Pickett's Mill,Oliver Otis Howard,D,-0.5404861101513179,1864.0
4552,Battle of the Clearwater,Oliver Otis Howard,V,0.44924072090036815,1877.0
4553,Battle of Bear Paw,Chief Joseph,D,-0.45322933468653664,1877.0
4554,Battle of the Big Hole,Chief Joseph,I,0.0023952378711314948,1877.0
4555,Battle of the Clearwater,Chief Joseph,D,-0.447530638852855,1877.0
4556,Battle of Bear Paw,Looking Glass (Native American leader),D,-0.45322933468653664,1877.0
4557,Battle of the Big Hole,Looking Glass (Native American leader),I,0.0023952378711314948,1877.0
4558,Battle of the Clearwater,Looking Glass (Native American leader),D,-0.447530638852855,1877.0
4559,Battle of Bear Paw,Ollokot,D,-0.45322933468653664,1877.0
4560,Battle of Bear Paw,White Bird (Native American leader),D,-0.45322933468653664,1877.0
4561,Battle of Bear Paw,Toohoolhoolzote,D,-0.45322933468653664,1877.0
4562,Battle of the Clearwater,Toohoolhoolzote,D,-0.447530638852855,1877.0
4563,Battle of Beauport,Louis-Joseph de Montcalm,V,0.4565747974766867,1759.0
4564,Battle of Bernetz Brook,Louis-Joseph de Montcalm,V,0.526738215766015,1758.0
4565,Battle of Carillon,Louis-Joseph de Montcalm,V,0.5694771595351544,1758.0
4566,Battle of Fort Oswego (1756),Louis-Joseph de Montcalm,V,0.4529946464150969,1756.0
4567,Battle of the Plains of Abraham,Louis-Joseph de Montcalm,D,-0.4858577287833799,1759.0
4568,Siege of Fort William Henry,Louis-Joseph de Montcalm,V,0.44680076499972976,1757.0
4569,Battle of Beauport,James Wolfe,D,-0.45485985429674985,1759.0
4570,Battle of the Plains of Abraham,James Wolfe,V,0.4875850109629696,1759.0
4571,Battle of Beaver Dam Creek,Fitz John Porter,V,0.5032123030488131,1862.0
4572,Battle of Gaines' Mill,Fitz John Porter,D,-0.47326631342428976,1862.0
4573,Battle of Hanover Courthouse,Fitz John Porter,V,0.44924072090036815,1862.0
4574,Battle of Malvern Hill,Fitz John Porter,V,0.5018146837541257,1862.0
4575,Battle of Shepherdstown,Fitz John Porter,D,-0.5,1862.0
4576,Battle of Beersheba (1917),"Edmund Allenby, 1st Viscount Allenby",V,0.4156462630271899,1917.0
4577,Battle of Megiddo (WW1),"Edmund Allenby, 1st Viscount Allenby",V,0.4538942903674623,1918.0
4578,Third Battle of Gaza,"Edmund Allenby, 1st Viscount Allenby",V,0.4418038644457698,1917.0
4579,Battle of Beersheba (1917),Harry Chauvel,V,0.4156462630271899,1917.0
4580,Battle of Magdhaba,Harry Chauvel,V,0.5,1916.0
4581,Battle of Romani,Harry Chauvel,V,0.507770158200677,1916.0
4582,Battle of Beersheba (1917),"Philip Chetwode, 1st Baron Chetwode",V,0.4156462630271899,1917.0
4583,Battle of Megiddo (WW1),"Philip Chetwode, 1st Baron Chetwode",V,0.4538942903674623,1918.0
4584,Battle of Rafa,"Philip Chetwode, 1st Baron Chetwode",V,0.5,1917.0
4585,First Battle of Gaza,"Philip Chetwode, 1st Baron Chetwode",D,-0.5,1917.0
4586,Battle of Beersheba (1917),Friedrich Freiherr Kress von Kressenstein,D,-0.41396794256998243,1917.0
4587,Battle of Romani,Friedrich Freiherr Kress von Kressenstein,D,-0.5060419866825301,1916.0
4588,First Battle of Gaza,Friedrich Freiherr Kress von Kressenstein,V,0.5,1917.0
4589,First Suez Offensive,Friedrich Freiherr Kress von Kressenstein,D,-0.45273328707449856,1915.0
4590,Third Battle of Gaza,Friedrich Freiherr Kress von Kressenstein,D,-0.44009947034241026,1917.0
4591,Battle of Beersheba (1917),Fevzi Çakmak,D,-0.41396794256998243,1917.0
4592,Battle of Dumlupinar,Fevzi Çakmak,V,0.5001328053849733,1922.0
4593,Battle of Gallipoli,Fevzi Çakmak,V,0.5231897408686648,1915.0
4594,Battle of Krithia Vineyard,Fevzi Çakmak,V,0.5,1915.0
4595,Battle of Sakarya,Fevzi Çakmak,I,0.03580924579959216,1921.0
4596,Battle of Beersheba (1917),İsmet İnönü,D,-0.41396794256998243,1917.0
4597,Battle of Dumlupinar,İsmet İnönü,V,0.5001328053849733,1922.0
4598,First Battle of Inonu,İsmet İnönü,V,0.5607685208093507,1921.0
4599,Second Battle of Inonu,İsmet İnönü,V,0.53533789759839,1921.0
4600,Battle of Beiping-Tianjin,Kanichiro Tashiro,V,0.4397333259168207,1937.0
4601,Battle of Lugou Bridge,Kanichiro Tashiro,D,-0.5978211800380074,1937.0
4602,Battle of Shanghai (1932),Kanichiro Tashiro,I,-0.03361761513456751,1932.0
4603,Battle of Beiping-Tianjin,Kiyoshi Katsuki,V,0.4397333259168207,1937.0
4604,Battle of Beiping-Tianjin,Song Zheyuan,D,-0.4380306513711256,1937.0
4605,Battle of Lugou Bridge,Song Zheyuan,V,0.5994823928120319,1937.0
4606,Defense of the Great Wall,Song Zheyuan,D,-0.46853572297624524,1933.0
4607,Battle of Bekeriyah (1904),Abd al-Aziz ibn Mutib,V,0.4749856560023542,1904.0
4608,Battle of Dilam,Abd al-Aziz ibn Mutib,D,-0.5060419866825301,1903.0
4609,Battle of Rawdat Muhanna (1906),Abd al-Aziz ibn Mutib,D,-0.5085529127188118,1906.0
4610,Battle of Shinanah (1904),Abd al-Aziz ibn Mutib,D,-0.5434252025233133,1904.0
4611,Battle of Bekeriyah (1904),Ibn Saud,D,-0.47326178423398507,1904.0
4612,Battle of Dilam,Ibn Saud,V,0.507770158200677,1903.0
4613,Battle of Jeddah 1925,Ibn Saud,V,0.41688088569001003,1925.0
4614,Battle of Mecca (1924),Ibn Saud,V,0.4322187769157013,1924.0
4615,Battle of Rawdat Muhanna (1906),Ibn Saud,V,0.5102808008769846,1906.0
4616,Battle of Riyadh (1902),Ibn Saud,V,0.5,1902.0
4617,Battle of Shinanah (1904),Ibn Saud,V,0.5451401457032501,1904.0
4618,Battle of Tarafiyah (1907),Ibn Saud,V,0.5102808008769846,1907.0
4619,Battle of Belleau Wood,John J. Pershing,V,0.5,1918.0
4620,Battle of Saint-Mihiel,John J. Pershing,V,0.41275937332103874,1918.0
4621,Meuse-Argonne offensive,John J. Pershing,V,0.453905511256645,1918.0
4622,Battle of Belleau Wood,James Harbord,V,0.5,1918.0
4623,Battle of Belleau Wood,"Wilhelm, German Crown Prince",D,-0.5,1918.0
4624,Battle of the Ardennes,"Wilhelm, German Crown Prince",V,0.49820790059719366,1914.0
4625,Battle of Verdun,"Wilhelm, German Crown Prince",D,-0.5039037772466943,1916.0
4626,Battle of Belmont,Leonidas Polk,D,-0.5231991628458457,1861.0
4627,Battle of Meridian,Leonidas Polk,D,-0.5,1864.0
4628,Battle of Benburb,Robert Monro,D,-0.5085529127188118,1646.0
4629,Battle of Benburb,Owen Roe O'Neill,V,0.5102808008769846,1646.0
4630,Battle of Bennington,John Stark,V,0.47464120565148893,1777.0
4631,Battle of Bunker Hill,John Stark,D,-0.48762738763026753,1775.0
4632,Battle of Bennington,Seth Warner,V,0.47464120565148893,1777.0
4633,Battle of Bennington,Friedrich Baum,D,-0.47291745793166917,1777.0
4634,Battle of Bennington,Heinrich von Breymann,D,-0.47291745793166917,1777.0
4635,Battle of Berea,George Cathcart,I,0.0,1852.0
4636,Battle of Berea,Moshoeshoe I,I,0.0,1852.0
4637,Battle of Berestechko,Bohdan Khmelnytsky,D,-0.5529024927399213,1651.0
4638,Battle of Berestechko,İslâm III Giray,D,-0.5529024927399213,1651.0
4639,Battle of Berestechko,Tugay Bey,D,-0.5529024927399213,1651.0
4640,Battle of Berestechko,Ivan Bohun,D,-0.5529024927399213,1651.0
4641,Battle of Berestechko,John II Casimir Vasa,V,0.5546110139428497,1651.0
4642,Battle of Warsaw (1656),John II Casimir Vasa,D,-0.5005926487478337,1656.0
4643,Battle of Berestechko,Jeremi Wiśniowiecki,V,0.5546110139428497,1651.0
4644,Battle of Berestechko,Mikołaj Potocki,V,0.5546110139428497,1651.0
4645,Battle of Berestechko,Stefan Czarniecki,V,0.5546110139428497,1651.0
4646,Battle of Kolding (1658),Stefan Czarniecki,V,0.5,1658.0
4647,Battle of Polonka,Stefan Czarniecki,V,0.5763746007669802,1660.0
4648,Battle of Berestechko,Marcin Kalinowski,V,0.5546110139428497,1651.0
4649,Battle of Berestechko,Stanisław Lanckoroński (hetman),V,0.5546110139428497,1651.0
4650,Battle of Berezina,Pavel Chichagov,V,0.4871151599729946,1812.0
4651,Battle of Bergen (1759),Duke Ferdinand of Brunswick-Wolfenbüttel,D,-0.5106450268781332,1759.0
4652,Battle of Krefeld,Duke Ferdinand of Brunswick-Wolfenbüttel,V,0.5205232172979668,1758.0
4653,Battle of Minden,Duke Ferdinand of Brunswick-Wolfenbüttel,V,0.5098159023986322,1759.0
4654,Battle of Villinghausen,Duke Ferdinand of Brunswick-Wolfenbüttel,V,0.5175663710202341,1761.0
4655,Battle of Warburg,Duke Ferdinand of Brunswick-Wolfenbüttel,V,0.5374847398403431,1760.0
4656,Battle of Bergen (1759),"Victor-François, 2nd duc de Broglie",V,0.5123726123697325,1759.0
4657,Battle of Minden,"Victor-François, 2nd duc de Broglie",D,-0.5080879551935541,1759.0
4658,Battle of Villinghausen,"Victor-François, 2nd duc de Broglie",D,-0.5158397987107584,1761.0
4659,Battle of Bergen (1799),Johann Hermann von Fersen,V,0.4849306652269708,1799.0
4660,Battle of Berlin,1st Belorussian Front,V,0.44610809795390016,1945.0
4661,Battle of Berlin,Georgy Zhukov,V,0.44610809795390016,1945.0
4662,Battle of Khalkhin Gol,Georgy Zhukov,V,0.4369034982117269,1939.0
4663,Battle of Kursk,Georgy Zhukov,V,0.4388379872488357,1943.0
4664,Battle of Moscow,Georgy Zhukov,V,0.4950688764848239,1941.0
4665,Battle of Stalingrad,Georgy Zhukov,V,0.4823689932698808,1942.0
4666,Kamenets-Podolsky pocket,Georgy Zhukov,V,0.4565747974766867,1944.0
4667,Korsun Pocket,Georgy Zhukov,V,0.4462921455122092,1944.0
4668,Operation Bagration,Georgy Zhukov,V,0.4362937368740585,1944.0
4669,Operation Barbarossa,Georgy Zhukov,V,0.4898188722902681,1941.0
4670,Siege of Leningrad,Georgy Zhukov,V,0.48803415792927374,1941.0
4671,Battle of Berlin,2nd Belorussian Front,V,0.44610809795390016,1945.0
4672,Battle of Berlin,Konstantin Rokossovsky,V,0.44610809795390016,1945.0
4673,Battle of Kursk,Konstantin Rokossovsky,V,0.4388379872488357,1943.0
4674,Battle of Stalingrad,Konstantin Rokossovsky,V,0.4823689932698808,1942.0
4675,Operation Bagration,Konstantin Rokossovsky,V,0.4362937368740585,1944.0
4676,Third Battle of Kharkov,Konstantin Rokossovsky,D,-0.5674552510109174,1943.0
4677,Warsaw Uprising,Konstantin Rokossovsky,D,-0.5291171363785828,1944.0
4678,Battle of Berlin,1st Ukrainian Front,V,0.44610809795390016,1945.0
4679,Kamenets-Podolsky pocket,1st Ukrainian Front,V,0.4565747974766867,1944.0
4680,Battle of Berlin,Ivan Konev,V,0.44610809795390016,1945.0
4681,Battle of Halbe,Ivan Konev,V,0.4860681466175908,1945.0
4682,Battle of Kursk,Ivan Konev,V,0.4388379872488357,1943.0
4683,Fourth Battle of Kharkov,Ivan Konev,V,0.4088704666464692,1943.0
4684,Kamenets-Podolsky pocket,Ivan Konev,V,0.4565747974766867,1944.0
4685,Korsun Pocket,Ivan Konev,V,0.4462921455122092,1944.0
4686,Battle of Berlin,Army Group Vistula,D,-0.4444003187169765,1945.0
4687,Battle of Berlin,Gotthard Heinrici,D,-0.4444003187169765,1945.0
4688,Battle of Berlin,Kurt von Tippelskirch,D,-0.4444003187169765,1945.0
4689,Operation Bagration,Kurt von Tippelskirch,D,-0.4345940497375598,1944.0
4690,Battle of Berlin,Army Group Centre,D,-0.4444003187169765,1945.0
4691,Battle of Berlin,Ferdinand Schörner,D,-0.4444003187169765,1945.0
4692,Battle of Berlin,Hellmuth Reymann,D,-0.4444003187169765,1945.0
4693,Battle of Berlin,Helmuth Weidling,D,-0.4444003187169765,1945.0
4694,Battle of Bernetz Brook,"James Abercrombie (British Army officer, born 1706)",D,-0.5250143439976458,1758.0
4695,Battle of Carillon,"James Abercrombie (British Army officer, born 1706)",D,-0.5677812230842987,1758.0
4696,Battle of Bernetz Brook,"George Howe, 3rd Viscount Howe",D,-0.5250143439976458,1758.0
4697,Battle of Carillon,"George Howe, 3rd Viscount Howe",D,-0.5677812230842987,1758.0
4698,Battle of Bernetz Brook,François Gaston de Lévis,V,0.526738215766015,1758.0
4699,Battle of Carillon,François Gaston de Lévis,V,0.5694771595351544,1758.0
4700,Battle of Sainte-Foy,François Gaston de Lévis,V,0.48674036331103543,1760.0
4701,Battle of the Plains of Abraham,François Gaston de Lévis,D,-0.4858577287833799,1759.0
4702,Battle of Bessang Pass,Walter Krueger,V,0.41765226577458925,1945.0
4703,Battle of Leyte,Walter Krueger,V,0.4482736470366935,1944.0
4704,Battle of Luzon,Walter Krueger,V,0.49993093632346264,1945.0
4705,Battle of Bessang Pass,Innis P. Swift,V,0.41765226577458925,1945.0
4706,Battle of Bessang Pass,Russell W. Volckmann,V,0.41765226577458925,1945.0
4707,Battle of Bessang Pass,Tomoyuki Yamashita,D,-0.41597161130748306,1945.0
4708,Battle of Leyte,Tomoyuki Yamashita,D,-0.4465642614274186,1944.0
4709,Battle of Luzon,Tomoyuki Yamashita,D,-0.49820244107150186,1945.0
4710,Battle of Malaya,Tomoyuki Yamashita,V,0.559147283791753,1941.0
4711,Battle of Singapore,Tomoyuki Yamashita,V,0.536586411713361,1942.0
4712,Raid at Cabanatuan,Tomoyuki Yamashita,D,-0.5897397176219411,1945.0
4713,Battle of Bezzecca,Giuseppe Garibaldi,V,0.5,1866.0
4714,Battle of Milazzo (1860),Giuseppe Garibaldi,V,0.5,1860.0
4715,Battle of the Volturnus (1860),Giuseppe Garibaldi,V,0.5,1860.0
4716,Battle of Varese,Giuseppe Garibaldi,V,0.4860681466175908,1859.0
4717,Battle of Big Bethel,Benjamin Butler,D,-0.5434252025233133,1861.0
4718,Battle of Chaffin's Farm,Benjamin Butler,V,0.4703992562086261,1864.0
4719,Battle of Chester Station,Benjamin Butler,I,-0.02597109073851467,1864.0
4720,Battle of Hatteras Inlet Batteries,Benjamin Butler,V,0.5008642506372806,1861.0
4721,Battle of Port Walthall Junction,Benjamin Butler,V,0.4482736470366935,1864.0
4722,Battle of Proctor's Creek,Benjamin Butler,D,-0.5250143439976458,1864.0
4723,Battle of Swift Creek,Benjamin Butler,I,-0.05469948117649437,1864.0
